text,favoriteCount
HARRY POTTER #RAVENCLAW https://t.co/iseVZTH7B2,0
@TonyBakercomedy Harry Potter got it right https://t.co/SzFcann54Y,12
@drjanaway Harry Potter and the Global Pandemic?,0
@Sludge_Dreddd @luisjgomez He looks like Harry Potter's autistic brother. He's a little high strung and can only do https://t.co/XGx6iW4A47,1
"Just finished watching
 ""Harry Potter And The Deathly hallows"".",1
@KabirOlaAli @Maihula_ @mubarak_MOLE @alameentj @modiabba @XvP_ @omarmustie Most decorated Nigerian player of all t https://t.co/qgJZHYT8Kn,0
Chile am I the only one who has never watched or read Harry Potter,3
"Apr 2020
Harry Potter movies on Amazon Prime Video
Space Ships &amp; Space Travel has made Zion City grow human babie https://t.co/MPGoShPrce",0
"@schfess Nonton Harry Potter nder, pake sub english",0
@micksimps Harry Potter is the besy thing to come out of the England,1
"@Paco_Gomgal_Dmc Harry Potter, sin duda.",1
Harry Potter https://t.co/gakasHv2uk,0
"""HARRY POTTER!"" + #RAVENCLAW https://t.co/xoL1Lby85Y",0
the harry potter franchise https://t.co/xZYWwiLvDN,0
I remember when Harry Potter was my only fandom. A simpler time. More innocent.,0
@Mark04751277 @Caz_Bucket Mate your preaching to the choir! I love watching all the animated movies and Harry Potte https://t.co/4GqH9DvMEO,1
"@ItsofficialHar2 ROCKSTAR
Twilight 
Harry Potter",0
Harry Potter + #RAVENCLAW https://t.co/hzJtYpWrTi,0
"I dont care how many times Ive rewatched glee, Darren Criss will ALWAYS first and foremost be Harry freaking Potter to me",0
Can you please do Harry Potter next @SunTzilla,0
@kingeroda You do be living that harry potter typa shit tho,0
"HARRY JAMES POTTER, YOU FUCKING STUPID HEAD  https://t.co/A3i8uTM6oY",4
HARRY POTTER + #HUFFLEPUFF https://t.co/fMwaQO5boQ,0
Harry Potter #HUFFLEPUFF https://t.co/zQCTQdDwaK,0
Pez Dispenser Harry Potter,0
@SonofTheDawn199 @IGN Well I am wishing for batman too but I'd dig a well made AAA Harry potter,1
"@PatSchaub lol every time we turn on Sci Fi HArry Potter is n never read or saw myself yet "" Don't Dream, Dream BIG!!!""",1
Harry potter + #HufflePuff https://t.co/mVn710ZOuC,0
the fact that we all had terribly problematic harry potter ships that we were all too ashamed to admit for years of https://t.co/hejjTeyUgd,1
Harry potter  #SLYTHERIN https://t.co/0B6S8NvuDo,0
Harry Potter #HUFFLEPUFF https://t.co/Pq97nu7Cmi,0
@T5UKKl good morning booger im eating pizza rolls and watching harry potter.. i think everything is going quite sp https://t.co/vcadSbn8PN,1
Minecraft Hogwarts: how to play this cool Minecraft Harry Potter RPG map https://t.co/b6I3XC4Ia3,0
Do yall think there will come a point where kids study Harry Potter and John Green books in English class r will B https://t.co/16724CP1RG,3
HARRY POTTER + #SLYTHERIN https://t.co/ltfCRNYuun,0
"@_thecolossus_ @pododaves @_itsbukola_ 6 books, 6 people.
Deception point - Dan brown
Angels and demons - Dan brown https://t.co/n0pwa9wnBY",0
harry potter + #SLYTHERIN https://t.co/TufYF646gT,0
"@komhoutsoId Haven't watched either film series, so harry potter",0
Harry Potter movies are goated,1
#Steam Minecraft Hogwarts: how to play this cool Minecraft Harry Potter RPG map https://t.co/Jx0wujxthn,0
@Draeneirys Harry Potter... Me ha dolido bo escoger Star Wars xd,0
Do u love harry potter?,8
"@Ryuvenclaw Well, yeah. I haven't actually gotten the time to watch Harry Potter, I guess I knew about the movie's https://t.co/yr59qnCkOQ",0
"mum: i saw this article, did you see it? about recasting the harry potter movies...
me: (can see where this is goin https://t.co/kCmWdzYQqF",14
@AFLNow Seen a few marvel big fan not a big fan of Harry Potter or  lords of the rings saw first 2 Harry Potter wit https://t.co/SZ1YKHy4QY,0
I finished Harry Potter. ,7
@Acaciaslabrats Harry Potter is for 9 year olds,0
4 of 5 stars to Harry Potter and the Goblet of Fire by J.K. Rowling https://t.co/xV4CrFbOYL,1
 Harry Potter Tonks &amp; Fleur are both In Stock and ready to dispatch!  grabs yours now if you havent already!  https://t.co/isNK4ajOlK,2
"J K Rowling created history by writing Harry Potter from home. Your genius can ALSO start in your home.
#LockDown https://t.co/pmBZAthkIt",1
Harry Potter stans please dont stress Emma and Tom thanks,0
@maraa1_ harry potter,0
"@SamFdz (15) ""The Story Continues"" - Patrick Doyle 
Harry Potter 4",0
@_Adadioramma Harry potter also same problem,0
It's great when the group next to you on the train: do you mind looking after my Harry Potter book and headphones whilst I go and get a tea?,0
"Last movie: ""Harry Potter and the chamber of secrets""
Last song: ""can't take my eyes off you""
Last text: ""it's okay https://t.co/AktBNxbsDW",2
@Shourii @emayakuroda It will be like final battle between Harry Potter and Lord Voldemort,1
"@SamFdz (12) ""A window to the past"" - John Williams
Harry Potter 3",0
"Another reminder:

The author of Harry Potter is a TERF.",0
Its starting to resemble Harry Potter and the Order of the Phoenix  https://t.co/B2ODzAOq6j,3
every time i see domnhall gleeson in media my brain goes heehoo bill weasley and then i get suckerpunched by how to https://t.co/Eyu5gqfYu9,0
Harry Potter is British Star Wars.,0
"Just re-reading Potter. 

Dobby, no, don't die, don't die -""

The elf's eyes found him, and his lips trembled wit https://t.co/XlwFteyyCH",0
Enjoying Alexa reading Harry Potter and The Philosopher Stone to me:) https://t.co/1wZIeS9JRP,0
"Had a dream I was queuing up in topshop to get into Harry potter land, then got turned away. Then Heelyd? (as in https://t.co/P0LO34BkWb",0
As someone who literally basically started my love of reading in the second grade w/Harry Potter...read another damn book,1
"Video call background personalities:

I am very smart!
- Lots of unread books 

Stay out of my private life
- https://t.co/9Yem2aK1sT",3095
@hanlouise_blog @allthoseblogs @AlishaValerie This is so true.....and who doesnt love Harry Potter!! Xx,0
"Sat playing the Harry Potter theme song on my guitar while watching Harry Potter, lockdown doesnt get anymore wilder than this ",1
"@Domsball We have special powers of time-travel that we keep well hidden from social 'scientists', like the time turner in Harry Potter.",5
I just added Harry Potter  to my library! #tvtime https://t.co/O9rulCdS0v https://t.co/FC8ZnCl48y,0
"ok but doesn't it shock you that he gets naked like in front of Beyonc?  Its a comedy movie man, why are u looki https://t.co/AtGdjOqPfF",0
Yall really be puttin Harry Potter on here twice https://t.co/FNgkp3zilV,0
@jk_rowling any chance of a series of prequel novels to Harry Potter? Documenting Voldemorts rise to power and the https://t.co/yEC2WyeKWC,0
"And, like...that could have been used as some form of social critique.  The Wizarding world in Harry Potter is all https://t.co/bmksdNSsSC",1
"Lord of the Rings &gt;&gt;&gt;&gt;&gt; Harry Potter 

https://t.co/Y4foWo6KSw",13
"@MrsValean 
""Harry Potter"",  finished reading , 
review by Nicole K. https://t.co/bJV94NPRfm",1
People who didnt watch HARRY POTTER : ,0
@ambitchiouus Are you Harry Potter?,0
Its funny how my least favourite Harry Potter movie and book has now become my favorite. Guess growing up has changed my view on things xD,3
"@whatvickyread Such an amazing experience! It is my dream to meet the Harry Potter cast but Id be so nervous, I pr https://t.co/587NohbRfy",0
@BChanLoveBot i hate it as well reminds me of harry potter living beneath the stairs hdhdjdjs,20
"@Fact i can't believe you really didn't get the voldemort and the normie kid harry potter symbolism

yall are liter https://t.co/j5lftDHONS",0
"Anyone else reminded of that bit in Harry Potter:

""He really is back, isn't he?""

#TonyBlair https://t.co/FPmDLlm7Vr",0
@komhoutsoId Harry Potter  https://t.co/MdqqeY2TBi,2
"Update: according to tiktok, I'm now a gender-fluid star wars/dnd/harry potter fanatic with hints of cosplay, disne https://t.co/FoahZP9ho1",0
Wish there was a your fave is a communist account that actually provided examples instead of shit like Harry Potter is a communist,0
Harry Potter https://t.co/sh0idUTvlz,0
"@the__henry @kinglawalsalami @Startreker2 @brothermahn @mr_Eluemuno @princebale Harry Potter movies were shite, come on man",0
"Man, wolfstar &gt; all ship on harry potter. https://t.co/Vn54psMQzu",0
"Twilight le lundi + Harry potter le mardi 
",0
"Such a beautiful place, to be with friends. Dobby is happy to be with his friend, Harry Potter. -Dobby https://t.co/UYELIDa6w9",4
"6 books 6 people

A Thousand Splendid Suns
The Sun Is Also A Star
Stay With Me
Harry Potter (lol)
My Sister The Ser https://t.co/4WJ1Ajg7rX",3
lundi twilight mardi harry potter youpi https://t.co/vu2yQhc2nd,0
@ncte I discovered my love for reading in the 4th grade with the Harry Potter series!  https://t.co/3S2XmpAg09,0
